Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random
897,1770,1196,400,782,40,495
427,1767,197,253,396,63,484
667,1766,18,979,42,437,325
380,1765,6,98,641,444,70
224,1725,179,7,347,445,157
59,1724,283,631,63,528,263
256,1723,264,408,796,576,996
399,1712,488,43,535,577,1143
1,1709,726,1923,146,578,745
90,1699,917,224,291,579,270
94,1698,1217,4,207,210,1164
486,1649,718,828,155,534,1561
637,1620,1219,3,687,565,464
678,1604,84,1580,284,568,1272
632,1520,412,251,602,569,427
778,1495,770,1003,329,570,1475
1,1493,77,49,870,571,1184
1,1492,1232,36,445,572,1465
25,1491,562,1818,48,573,940
73,1489,104,2,34,574,1243
540,1488,975,121,713,175,1150
525,1487,1234,76,100,222,1278
683,1485,1240,77,886,322,1511
1345,1484,317,227,883,328,1777
94,1482,543,607,395,558,1022
399,1480,1672,1926,265,559,437
518,1475,487,935,223,560,910
413,1474,1800,8,298,561,1404
111,1465,1801,806,283,562,1478
296,1464,1802,817,115,563,419
569,1463,1150,44,186,142,1834
1363,1462,67,11,3,171,1690
1364,1458,71,320,42,278,227
312,1456,81,1176,483,424,349
288,1451,85,557,630,552,206
578,1450,93,99,325,553,607
536,1444,101,877,268,554,824
245,1440,66,6,6,555,683
73,1405,118,14,540,556,10
262,1402,125,966,328,83,333
133,1382,100,360,44,217,475
500,1355,146,223,556,337,338
1,1333,158,10,252,416,1109
302,1295,163,605,626,481,448
160,1291,174,586,352,544,82
534,1286,180,777,552,548,1364
1,1285,186,786,538,549,670
32,1282,195,143,52,550,274
1,1275,202,933,559,286,99
56,1267,205,12,394,327,1569
565,1233,216,1,971,529,88
383,1189,241,3,504,537,1734
5,1149,246,2,896,538,980
461,1114,261,10,472,539,1314
149,1111,268,1183,405,540,1745
589,1107,273,983,677,541,740
614,1100,102,1,460,542,260
233,1093,279,11,73,163,2227
1,1091,281,1,823,195,99
184,1087,291,3,327,519,219
668,1080,294,2,620,520,1998
698,1053,305,1,320,521,1441
52,1014,131,2,482,522,758
326,1012,322,1478,593,523,331
49,986,344,1,582,524,550
105,957,184,1,200,525,14
243,938,214,1,309,485,1109
348,886,363,1487,773,510,1327
110,816,368,145,706,511,303
610,641,376,342,177,512,353
479,640,384,76,506,513,439
384,629,389,6,661,514,509
420,616,392,5,224,515,1191
146,611,397,2,527,516,712
78,609,401,20,1020,517,429
901,608,99,4,640,264,284
1,602,410,1,526,443,1435
504,598,414,203,1254,502,1233
110,586,420,2,526,503,1305
505,410,422,1,458,504,202
126,349,427,5,301,505,1584
34,343,247,2,403,506,627
1483,247,192,8,659,507,261
1484,245,272,1,648,508,484
1,241,432,1,524,110,356
372,237,442,9,341,166,1725
668,236,321,28,246,185,1257
87,235,1,1,2,196,530
160,234,606,2,149,214,990
2,190,269,1,55,498,493
27,180,271,2,216,499,282
462,174,1291,1,1505,500,103
388,147,272,11,167,130,171
356,145,274,1,142,490,76
351,140,788,1164,1493,491,1180
129,132,207,3,587,492,1449
345,131,86,77,295,493,370
137,126,240,4,21,494,966
1533,125,1,1,1,495,1137
25,123,1,4,2,496,523
224,121,2,2,1,56,117
1,119,803,3,72,129,1701
378,92,404,1,44,154,579
1,85,901,5,85,363,229
102,81,864,95,165,485,1122
128,72,1774,5,33,486,361
375,54,338,4,352,487,1015
130,36,341,494,594,488,235
432,32,239,1255,505,165,564
484,19,348,1,1299,290,868
248,14,351,2,540,329,52
171,5,56,1,343,342,645
680,29,358,1,434,480,579
127,30,369,2,56,481,717
52,40,58,3,14,482,601
1,55,223,1,1923,483,373
295,66,228,1,160,219,1134
1,69,159,2,169,288,574
54,103,72,1,190,455,432
1,162,237,352,674,474,268
359,203,329,2,652,475,654
469,221,1198,1,618,476,1032
338,230,1254,6,1,477,154
353,231,169,732,94,478,888
388,240,206,422,1534,53,474
290,294,511,2,1597,67,191
22,303,679,995,164,256,428
355,304,1093,1265,124,265,996
81,1915,245,1147,48,461,633
681,1912,460,343,1,466,830
18,1911,203,591,1,469,856
66,1910,682,1,352,471,282
8,1818,1215,428,1724,154,145
783,1,615,68,45,291,958
68,2,419,2,286,449,504
142,3,385,1,1549,450,220
422,4,272,719,210,451,594
1378,1819,351,536,266,452,475
701,1906,261,13,1675,453,695
506,1905,531,3,1672,454,9
90,1814,435,5,392,96,403
17,1812,1132,75,213,436,486
160,1811,475,1,316,439,581
455,1810,113,2,8,440,1046
370,1809,1230,3,179,443,310
677,1800,7,1,506,445,332
161,1790,359,2,345,446,376
130,1786,569,1,101,447,402
249,1760,23,1,27,103,508
24,1,822,2,75,188,683
20,2,773,6,6,358,594
13,3,629,1350,28,427,87
360,1774,1238,1,446,428,938
1,1,1237,294,375,429,971
243,2,1245,1,418,430,669
302,3,491,2,1697,431,398
1,1837,1224,1,121,18,897
118,1652,189,2,667,76,923
190,1,790,7,1,78,128
684,3,773,3,3,380,923
408,4,1,489,1,401,759
115,1633,1086,6,127,424,58
97,4,115,393,445,425,457
469,1968,1109,133,329,225,1259
55,1770,1092,413,390,417,989
76,1799,535,9,158,418,194
319,1796,313,698,69,419,857
322,1,555,8,304,420,510
61,1801,591,2,1,421,1213
403,1798,592,287,65,422,268
231,1786,954,736,447,212,281
374,1765,475,401,130,392,828
215,1738,178,1,2,411,124
654,1,433,4,93,412,11
425,2,31,198,512,413,1044
2,1741,8,943,2,414,63
204,1738,460,5,43,415,990
701,669,230,885,358,46,659
347,1,96,1590,632,404,413
318,1833,95,20,385,405,262
790,1742,283,688,390,406,716
41,1743,906,2,268,407,518
485,1744,131,19,22,408,69
1400,1744,338,1185,16,409,1024
149,1722,930,1353,2,65,1530
14,1982,457,1079,296,390,87
675,1716,738,238,211,397,1528
75,1715,932,452,57,399,412
105,1701,190,546,1489,400,79
162,1694,353,105,171,401,825
524,1691,731,296,165,402,1099
182,1,245,1,14,120,1170
216,2,1129,1,78,190,210
503,481,748,1,60,316,1322
653,1664,964,536,80,383,787
762,1839,1137,1,245,384,204
21,1755,1085,4,380,385,959
232,1664,523,1,311,386,1191
548,1,993,1,142,220,868
10,1870,1159,1,592,373,60
272,1823,1163,3,361,377,1333
484,1808,595,289,661,378,454
405,1712,989,2,293,379,661
415,1665,492,619,570,380,119
158,1,414,363,256,381,897
221,1870,1179,348,430,216,1217
177,1826,1184,34,18,365,597
118,1824,830,7,3,366,288
167,1662,1191,4,261,368,333
468,1,870,6,1776,369,497
154,2,987,3,100,370,664
285,1879,407,5,1805,371,183
517,1853,1200,446,91,28,14
242,1651,127,25,15,79,1546
518,1595,208,1412,67,81,104
636,2,522,292,27,357,13
134,1,91,671,6,360,37
544,1910,671,1,222,362,444
488,1852,211,1235,83,363,980
1298,1851,998,2,569,74,579
1299,1847,1008,2,271,350,1494
156,1790,1350,11,149,351,156
85,1769,1028,269,495,352,188
1,1665,1455,89,20,353,1235
96,1768,765,1610,3,354,71
512,1767,299,87,3,355,2022
193,1765,101,2,22,39,887
151,1655,103,2,66,177,40
332,1,1425,629,82,296,526
139,1857,47,115,526,318,349
391,1693,572,378,1,347,940
369,1657,574,5,17,348,1066
431,1,582,1098,57,146,2049
61,1,585,73,16,173,1895
310,2,509,8,177,339,162
308,2011,120,420,85,343,437
736,1925,970,778,1601,344,352
219,1832,432,91,808,345,1513
596,1831,211,346,1438,84,45
413,1830,1084,13,56,144,1716
533,1829,1088,11,78,176,763
100,1823,1090,294,90,205,1603
335,1219,197,12,752,336,259
1348,3,152,256,901,337,89
1360,2,1093,37,174,22,856
1,1,1097,1369,176,25,1062
99,2,15,895,19,40,1026
145,3,139,5,320,222,777
424,1862,118,517,550,316,601
552,1664,146,4,560,334,160
440,1652,1223,9,489,174,1267
70,1,65,1,541,181,90
16,2,199,343,551,329,416
86,2017,39,8,436,330,119
277,1961,98,10,583,331,1031
513,1901,75,7,169,332,867
220,1655,505,3,218,25,1318
1,1653,1083,6,160,99,1296
84,1,1,1,1,160,281
42,1645,467,1,15,179,841
208,1,5,5,1,218,48
294,1881,235,4,373,220,62
1,1647,1449,395,346,80,365
209,1884,1450,378,128,320,961
50,1648,17,257,1741,323,337
693,1647,81,7,13,324,535
240,1643,92,531,98,325,1617
1,1,745,8,232,326,973
732,1972,3,5,1,33,624
513,1929,63,29,457,35,182
629,1633,3,565,1,205,217
237,1,1422,337,129,312,479
1,2,992,6,768,319,42
300,1618,1426,36,10,320,1292
1146,1,21,331,403,69,1064
359,1620,83,3,162,142,1014
394,1621,1433,21,63,143,1847
319,1877,807,597,91,283,1076
381,1875,68,319,671,296,2059
426,1805,99,266,515,299,1287
691,1746,1774,2,87,81,253
703,1647,1376,1,69,141,549
94,1646,639,1,219,214,202
516,1,641,1189,559,272,1124
754,2,102,1,794,282,393
95,2041,176,3,472,285,1528
280,1989,16,4,259,24,573
662,1987,273,2,337,99,102
101,1986,800,2,838,261,1076
196,1947,182,6,264,263,1140
1,1895,1419,1,156,264,701
165,1894,551,19,59,265,356
244,1893,570,13,663,47,326
436,1892,403,40,507,48,393
554,1891,616,1682,79,242,1467
224,1890,18,3,2,257,1223
561,1889,1231,1,17,258,373
310,1776,1595,1,21,259,1112
250,1617,304,2,19,21,1299
38,1590,305,241,20,23,553
713,1883,1290,6,173,24,854
68,1809,80,1,581,31,1445
584,1808,175,24,679,227,1324
335,1696,147,1,35,228,1563
508,1618,152,3,48,165,72
372,1567,160,4,1265,219,129
712,1,71,1,1244,222,1607
200,2,167,2,132,223,2036
24,1595,174,9,45,224,1907
691,2067,180,1,1150,225,31
563,1922,74,2,4,53,1008
416,1578,183,3,151,179,2079
849,1,124,1559,112,209,945
364,1996,93,5,1110,215,239
576,1977,638,2,667,216,985
834,1973,327,22,1120,217,687
770,1858,444,1,356,28,938
747,1700,104,1,4,59,1462
812,1577,40,3,214,201,1180
666,1551,73,3,352,203,1687
149,1,78,360,202,204,109
98,1541,94,1,362,205,472
484,1690,108,1,62,32,790
189,1540,118,2,934,177,1140
202,1986,124,1046,334,184,840
866,1876,141,1,161,190,286
409,1873,149,6,296,191,525
334,1536,161,609,152,192,765
896,1528,128,488,312,18,1335
14,1832,167,103,392,19,1671
632,1817,19,1504,455,166,25
918,1528,190,489,230,167,1726
755,1822,730,978,235,168,747
1067,1819,763,1438,331,73,1115
353,1529,24,362,1,155,1412
351,2082,128,271,1283,161,1616
610,1803,164,10,1597,162,1558
333,1793,15,275,23,163,982
582,1766,63,6,58,92,1536
260,1578,18,7,532,144,793
665,1525,249,1100,819,148,1707
821,1942,1087,203,1003,149,229
111,1938,1227,97,8,150,284
189,1526,441,162,10,28,1256
94,1527,442,869,7,138,692
48,2072,1049,1213,517,139,550
302,2067,1090,32,1133,140,292
296,2041,504,679,17,141,919
547,1910,592,167,108,67,912
395,1758,804,617,6,121,530
1215,1735,1331,642,15,132,921
309,1671,60,922,292,135,317
23,1521,204,288,302,136,502
26,1946,155,8,1080,13,1144
195,1919,1411,4,11,104,342
746,1520,93,168,16,107,625
131,2067,200,184,457,108,996
679,1877,1420,9,13,109,1648
8,1699,553,269,17,61,692
35,1508,36,911,142,98,300
1,1,308,1703,51,99,181
141,2,1064,5,133,100,1654
380,1929,662,1162,543,101,288
205,1472,1,2,1,24,122
555,2027,1,2,1,85,433
342,2023,1609,792,459,91,548
1,1998,1732,1,124,95,72
299,1643,8,17,7,96,220
262,1468,163,3,489,17,470
390,2042,1285,3,69,41,603
720,2039,36,1,1109,76,149
1,2024,288,176,1,81,465
590,2013,590,1438,49,82,505
62,1972,1034,7,33,32,1084
612,1971,857,6,212,71,608
1,1970,286,168,74,72,980
7,1907,201,130,6,73,690
692,1845,78,230,18,74,1645
506,1685,1810,1,117,5,1085
73,1682,1811,4,39,44,1020
413,1659,563,5,41,67,466
206,1657,1015,1,105,68,792
905,1464,1812,18,4,69,970
23,1,90,7,204,8,1222
236,2,93,9,464,33,1125
1,3,110,1,573,40,1862
1106,4,145,1,1108,42,775
757,1463,157,3,438,14,1275
124,1,806,1,142,25,984
207,1927,313,530,1,26,1212
989,1666,1035,2,5,27,1033
1054,1469,505,281,1,11,536
578,1414,1270,1,15,21,849
401,1,307,5,220,22,887
836,1919,583,1,22,23,778
322,1413,1355,3,44,3,166
59,1,25,7,43,17,161
745,2,416,601,29,18,580
502,1416,643,2,116,19,215
526,2064,854,1,587,4,517
802,1563,139,1,477,13,133
1,1413,936,1,1817,15,197
999,1942,1232,2,2135,2,117
257,1373,1233,2,21,5,1897
188,2087,1235,1,1,6,1692
771,2021,123,5,537,1,132
852,1997,355,3,813,3,262
853,1985,678,1,4,1,359
358,1959,681,967,91,1,1043
652,1954,689,796,111,2,1748
7,1947,719,2,148,3,1997
61,1899,1464,1,596,2,1948
184,1769,208,1,970,2,496
484,1739,508,4,95,1,2124
108,1693,440,1,393,3,1053
296,1676,57,3,116,2,470
89,1595,46,1,1138,4,831
882,1335,292,808,150,5,1313
522,1,1523,80,450,1,879
650,2,197,1,352,5,1952
747,3,81,8,176,2,429
239,4,487,1,151,1,1054
960,5,1530,5,104,1,148
974,6,77,3,92,2,276
953,2120,130,4,200,3,1038
227,2054,1732,1,112,6,149
243,1778,479,1,25,16,250
100,1336,869,2,347,17,322
374,1,664,1,181,3,577
342,2077,190,2,255,5,651
932,2047,300,1,239,13,454
33,2007,1205,4,192,1,657
44,2006,777,1,156,3,843
1230,2005,698,2,152,10,1091
670,2002,707,1,201,6,1778
1219,2001,668,3,81,8,68
705,1999,1015,1,61,6,795
973,1973,671,3,80,3,89
1,1954,465,2,237,10,507
96,1936,912,1,44,1,978
116,1709,1010,1,125,12,1072
1222,1693,673,2,118,4,310
1146,1688,677,1,116,6,968
298,1667,306,5,161,4,1093
1211,1603,666,127,1,2,653
790,1541,237,1448,3,1,26
973,1528,489,28,452,1,43
1025,1336,69,765,199,2,1490
457,1,850,9,121,1,871
3,2,322,314,419,1,655
527,3,159,168,413,2,168
47,1424,60,55,334,3,1553
488,1311,329,385,776,1,1330
730,1,390,7,69,2,137
812,2127,152,683,60,5,1026
38,2065,495,1270,235,1,1164
277,2023,396,151,68,2,1295
576,1979,79,50,378,1,1556
712,1978,79,11,86,2,1341
324,1975,369,527,125,3,597
631,1970,1229,3,33,2,566
266,1966,1796,4,2,1,1061
590,1904,790,369,10,1,401
524,1864,1192,524,4,5,680
131,1776,506,312,1,6,1397
112,1775,809,313,21,7,1338
713,1671,1123,8,22,9,768
468,1397,511,526,20,10,1058
927,1309,312,1449,4,1,866
73,1,603,6,68,2,980
1248,2,1282,10,5,4,697
92,3,1285,21,475,7,766
395,4,663,587,160,3,483
126,5,500,233,30,5,544
273,6,267,13,183,7,52
40,7,208,255,222,8,1134
976,8,1198,1,75,5,1524
60,9,1311,12,1,4,1337
169,10,1278,42,159,5,125
1,11,783,406,91,1,451
279,12,229,43,238,4,901
1025,13,1325,1021,26,8,324
726,14,97,1,36,1,410
882,15,163,2,2,3,1436
166,16,307,95,4,4,412
653,17,149,153,16,1,929
1263,18,55,98,92,1,890
1289,19,316,6,656,3,1586
1290,20,45,1,1,4,659
494,2048,47,2,61,1,241
216,1979,505,1397,58,1,775
326,1977,207,1665,303,7,107
1052,1951,12,1261,444,1,57
678,1935,407,2,324,2,481
62,1915,200,1,172,3,680
648,1907,911,251,594,6,92
327,1904,30,389,580,1,585
646,1891,322,1,249,2,65
1333,1883,263,3,288,1,524
1175,1882,63,574,14,1,539
155,1881,328,2,1007,2,323
897,1880,534,397,627,9,1633
1270,1879,82,2,622,2,2146
1456,1778,1012,2,72,1,271
743,1774,233,1,1141,2,355
1128,1772,466,6,1,4,502
1284,1771,467,1,20,10,275
313,1727,319,37,585,3,624
1012,1724,1463,18,1,1,486
1296,1600,1352,2,167,4,2021
788,1570,536,1,64,4,1605
605,1431,444,218,170,1,1390
1111,1399,902,433,120,1,485
864,1398,852,1,533,1,696
1202,1393,729,2,1399,1,1646
435,1334,456,1,56,2,428
1,1300,1111,7,147,3,894
766,1292,438,1,14,4,1498
1302,1286,122,1,322,1,1457
1247,1282,975,1,57,2,321
727,1177,240,4,285,8,952
362,1176,148,1,374,4,1906
738,1174,119,507,1434,3,1898
707,1136,503,1669,473,4,1439
1223,1132,652,1490,1196,1,525
268,1123,978,165,612,2,851
1159,1122,1402,94,136,1,2114
253,1088,82,58,34,2,87
645,1069,1407,31,190,4,85
294,1047,1414,165,560,1,1449
655,1009,761,35,81,2,321
1130,1008,240,257,188,4,1735
1515,1004,144,195,2120,1,1260
175,992,190,27,86,1,24
1245,990,286,486,31,2,1007
516,969,53,1742,1726,16,1629
82,955,290,420,207,2,785
522,950,1781,92,143,6,819
125,936,1782,262,168,13,1391
91,906,92,196,38,15,1230
397,898,552,252,974,22,416
574,896,1069,59,2,16,1165
244,877,211,1154,258,1,31
292,854,440,149,3,12,976
623,829,1218,16,53,1,1875
626,828,104,15,275,8,407
881,800,163,404,236,17,1134
520,791,1453,2,2028,20,2101
339,775,1454,304,1,2,533
627,693,507,29,9,4,1745
1062,678,472,13,4,8,1594
143,664,99,5,506,8,812
982,651,203,170,90,10,1423
712,644,270,205,685,1,672
1264,641,499,51,2,4,1290
354,554,582,1799,14,3,336
1247,548,558,829,11,11,1664
349,547,1531,250,241,12,236
730,534,176,1711,322,6,1415
1320,527,295,9,82,6,627
119,518,236,51,43,3,933
906,511,174,104,307,1,1703
347,497,1083,14,134,1,1210
441,469,892,760,242,1,255
1348,449,530,26,304,4,1589
137,448,105,589,5,13,918
300,430,52,755,429,1,259
296,425,287,297,2,2,2073
12,416,61,19,70,13,381
941,391,287,18,25,2,710
628,372,98,6,260,3,1390
80,349,1044,73,35,7,873
436,348,17,1,29,11,26
1498,338,196,73,78,2,1265
432,337,130,670,196,4,1793
629,327,145,453,82,6,118
630,296,181,37,192,6,166
1301,287,275,4,48,2,1967
1033,282,216,11,87,1,1753
513,263,110,595,187,1,637
1444,257,1228,30,69,1,501
1503,235,185,256,93,10,1305
1356,229,911,454,119,6,96
918,225,511,445,181,8,2012
14,224,989,1019,10,9,726
1532,177,586,28,3,1,1295
1226,13,593,38,53,2,2092
449,84,267,208,27,4,1157
851,1337,1199,186,8,6,1588
398,1938,331,166,953,4,986
457,1327,217,39,24,2,567
190,1,65,234,1413,1,1905
311,1899,137,7,1307,1,1285
631,1894,815,177,96,1,1081
510,1893,311,12,58,4,773
513,1881,68,8,160,11,82
632,1845,873,17,13,12,1083
103,1823,258,10,240,14,499
898,1822,68,3,34,1,1051
1360,1572,91,60,80,2,1245
65,1561,621,1,1056,8,387
1,1305,152,1,926,1,1616
520,1,938,2,174,2,823
897,2,202,2,281,4,299
457,3,351,4,660,1,41
381,4,384,6,286,5,1366
339,5,184,7,395,2,80
613,6,823,5,445,3,1333
76,7,25,1,582,1,331
127,8,1427,2,86,1,584
479,2157,1428,3,93,2,716
187,1944,1198,1,91,1,1067
836,1246,8,1,569,1,303
1,1,107,1,1003,1,65
1397,1925,48,586,562,2,282
347,1239,312,1,572,1,1412
308,1237,1422,1,4,1,178
845,1,1423,1,339,2,1039
1111,1904,309,684,58,2,718
511,1903,310,1,64,1,397
750,1819,1227,2,43,1,1031
346,1185,247,62,77,1,761
823,1966,242,154,313,1,741
550,914,1199,5,151,2,1216
267,2137,586,4,13,3,489
334,2054,96,3,302,4,837
1252,1769,217,72,527,5,1440
219,1751,481,2,537,6,799
606,1750,58,359,7,8,37
1532,1747,59,828,39,3,380
1219,1727,66,180,20,1,668
1413,1709,973,1,48,1,47
1277,868,372,1152,716,2,55
661,868,313,362,755,1,638
1039,1796,13,40,481,2,458
1308,869,88,21,222,3,394
855,2018,238,17,496,2,485
801,2017,48,792,206,3,176
79,1756,1514,1,282,1,574
934,1752,258,159,268,2,144
485,1485,309,85,185,1,100
587,868,1198,2,46,1,1011
992,1,252,978,87,2,281
287,2,377,3,1068,3,1098
1136,677,687,1119,111,6,75
519,1931,155,1,70,1,1585
962,1927,1442,148,174,1,1107
691,650,171,5,344,1,382
1067,1,56,23,95,2,133
493,2165,441,365,330,3,435
508,2164,324,1,90,1,1261
1063,2152,61,1,325,2,1331
351,2148,456,224,16,1,258
1136,2143,457,1040,9,1,314
1213,2138,767,996,64,1,525
1503,2115,90,197,10,3,429
989,2094,230,306,9,1,1571
474,2089,171,44,30,4,1191
1102,2088,1267,257,182,5,104
569,2058,1080,372,2,8,370
1070,2044,1085,373,217,1,113
827,1792,1089,41,374,4,88
688,1787,1097,53,64,5,1491
1343,1786,1103,300,58,1,1002
1153,1767,1108,236,274,2,226
1368,1766,659,811,72,3,743
990,1765,1116,255,272,1,129
124,1764,34,19,215,2,170
850,1763,340,155,206,1,112
496,1704,672,15,14,1,415
800,1593,36,307,129,1,589
61,1588,744,114,79,1,1602
1240,651,217,985,50,1,749
1253,1,1033,232,154,1,874
992,2,184,33,194,1,396
1372,3,322,604,39,1,1185
1180,4,1,621,1,3,1229
973,5,1,420,2,2,506
305,6,545,16,955,1,1407
642,2167,95,402,168,1,708
541,2155,1203,854,5,2,413
640,2144,1146,235,3,1,574
816,2114,725,369,29,2,987
15,2113,834,1607,715,3,500
306,2112,530,1,538,1,417
636,2111,1238,298,320,1,102
1231,2110,185,25,547,2,1312
307,2108,179,3,267,1,243
225,2105,830,13,314,1,582
1502,2104,13,132,238,1,389
1202,2032,339,1504,512,1,603
187,1818,168,203,221,2,160
308,1816,1119,6,325,3,547
309,1815,115,9,591,3,519
1615,1814,743,1527,782,1,605
604,1801,510,800,14,2,1413
511,1766,739,351,131,1,1241
310,654,482,4,3,2,465
696,557,959,242,183,3,1237
482,556,273,1463,281,4,379
311,7,227,10,284,6,1321
965,1,220,202,13,8,1087
1371,1,1423,587,255,9,305
213,2,739,309,129,1,159
312,3,789,11,259,3,430
314,4,682,1148,349,4,772
932,5,21,204,149,5,694
978,6,688,134,271,6,675
820,7,123,472,27,9,634
25,2168,131,365,28,10,1023
242,2152,1424,15,263,5,425
313,2151,1425,17,267,1,995
901,2094,1426,397,270,1,84
546,2042,196,87,32,1,245
278,1800,103,1,242,2,193
408,1776,486,3,60,3,205
314,1509,1427,8,273,1,366
1247,1476,269,606,85,1,912
